id,title,release date,genre,vote average,popularity,poster,original language,adult
11081,Taking Lives,2004-03-19,28 80 9648 53 18,6.4,14.045,/zeFGOS1kj0CxuZjGhtK3WlMCYsa.jpg,en,0
83666,Moonrise Kingdom,2012-05-16,35 18 10749,7.7,14.043,/y4SXcbNl6CEF2t36icuzuBioj7K.jpg,en,0
28211,Chloe,2009-03-25,18 53 9648,6.0,14.043,/7VC7Q7GvIhEECIU3fiaRf71mxV6.jpg,en,0
580,Jaws: The Revenge,1987-07-17,12 53 27,4.0,14.043,/kGiaOztahZV2x7bil7sbk7fb6ob.jpg,en,0
26390,Brooklyn's Finest,2009-09-08,80 18 53,6.3,14.042,/9ZyJJpMsc3bF8gduDaxo0zo1gwK.jpg,en,0
1580,Rope,1948-03-11,80 53,8.0,13.846,/j6jYX3IO49Z1U20sViIEsQfAI10.jpg,en,0
760873,The Colony,2021-08-26,878,5.7,13.845,/nX7ZUYwgGOCe5nXXwpNg4hAf1xB.jpg,en,0
77875,Playing for Keeps,2012-11-29,35 10749,5.6,13.845,/jYv6MqOoAIpxZd6ydJ4S5S2QHDZ.jpg,en,0
457859,About Love. Adults Only,2017-09-01,10749 35 18,6.1,13.842,/2d7s1FpGl3fRtJJxScs0w3KNK1j.jpg,ru,0
214761,7th Floor,2013-09-05,18 53,5.8,13.841,/hkAVRdAIUmXaHIS1FQlQWXiQkRo.jpg,es,0
10618,Once Upon a Time in China II,1992-04-16,28 35,7.2,13.841,/32lMbbcr7I9ayirXq8HKTMlWZDj.jpg,cn,0
10361,Ginger Snaps 2: Unleashed,2004-01-30,18 27,6.5,13.841,/nTtyzQ1qFDJXLWvXX4wvOu0nYun.jpg,en,0
438463,Mother,2016-05-01,53 27,6.5,13.84,/zNJXC50PXEAuOG9zI87zyy4SBGL.jpg,es,0
9327,The Nutty Professor,1996-06-26,14 35 10749 878,5.6,13.837,/fMtb5aZoLRNbMnCkatFsTmPRfl5.jpg,en,0
563710,Angela's Christmas,2017-12-02,16 10751,6.8,13.834,/htzoW7Cu7Hqd0xofflI7bCKRh2C.jpg,en,0
429733,Mayhem,2017-11-10,28 35 27,6.5,13.831,/3M6SQXW3UsEtWGoBLQoqFBvLYP0.jpg,en,0
9801,Bridget Jones: The Edge of Reason,2004-11-10,35 10749,6.3,13.831,/42v82AwTnhaL1JkNcQK8PRAh46P.jpg,en,0
344268,The New Adventures of Aladdin,2015-10-14,35 12,4.7,13.83,/el4obM1DT1o4k7xGowuhtrUmW13.jpg,fr,0
550231,The Secret: Dare to Dream,2020-04-16,18 10749,7.4,13.825,/5mCqEeBA0MW7H6akFrFQXJu68rU.jpg,en,0
401065,The Axe Murders of Villisca,2017-01-20,27,5.1,13.824,/yUUaEmlv99xvTiwi302d6VA3Vg4.jpg,en,0
10395,Wolf,1994-06-17,14 18 27,6.1,13.821,/8ocZb9x6rN82i8ZzZ05j1vWKVOC.jpg,en,0
11862,Father of the Bride Part II,1995-12-08,35 10751,6.3,13.82,/rj4LBtwQ0uGrpBnCELr716Qo3mw.jpg,en,0
11897,How the West Was Won,1962-10-01,37,7.1,13.817,/8skxwfZEige3QdnlrHFi2Ls31iO.jpg,en,0
840964,Yumbina: La droga del sexo,,,5.0,13.813,/gJqELQXPJoRsFLU4OTVV3vznxBi.jpg,es,0
13389,Righteous Kill,2008-09-11,28 80 18 53,6.0,14.082,/riskU1joB032Dm1tPLPpDKzAbwi.jpg,en,0
118737,Interview with a Hitman,2012-07-20,28 53,5.3,14.081,/yGxwAVxhKiLgTZuxdA4xLbEdSxX.jpg,en,0
17529,True Grit,1969-06-11,37,7.5,14.081,/lmexRC57l39elaIcnxhaHpcaIW2.jpg,en,0
3090,The Treasure of the Sierra Madre,1948-01-15,12 18 37,8.1,14.08,/qvExr87oqKHvNiFRK5VqDoZrS5D.jpg,en,0
1819,You Me and Dupree,2006-07-13,35 10749,5.6,14.08,/dL33ynLfzYn0zmZOWBcRzeaO1oC.jpg,en,0
738646,Operation Christmas Drop,2020-11-05,35 10751 10749,6.6,14.079,/1fUcKFDy58DhWYd5Y7Nu5DgpxaE.jpg,en,0
253450,The Assassin,2015-08-27,28 18 36,6.4,14.079,/10RcGMfzg2lIW1aLcR4ILfNbHK2.jpg,zh,0
13150,Pride and Glory,2008-09-09,53 80 18 9648,6.4,14.079,/8VZ1ABbtXqwPcc06yXbf3gj3anG.jpg,en,0
3870,1900,1976-09-03,18 36,7.9,14.077,/tgsijnZDsO8WotH4DTarSKC5PMS.jpg,it,0
595975,La Belle Époque,2019-11-06,35 18,7.5,14.074,/mJJD5m0uHKqcWctQRcPoOuHvG6E.jpg,fr,0
348678,A Man Called Ove,2015-12-25,35 18,7.6,14.072,/7DBMfL397QIvZQoTDe9JmwIa1v9.jpg,sv,0
273271,Time Lapse,2014-05-24,53 878 9648,6.5,14.072,/43NqVGrHQbqtZ4eGUJbVBa6NS0W.jpg,en,0
912,The Thomas Crown Affair,1968-06-26,80 18 10749 53,6.9,14.07,/84CweBYein3D8Aau0EidPvYaXln.jpg,en,0
52304,Archie: To Riverdale and Back Again,1990-05-06,10770 35,7.5,14.069,/vAIVGT0tOiG7WwCtZL7XBWudsDp.jpg,en,0
617714,They Say Nothing Stays the Same,2021-11-12,18,0.0,14.068,/xpdtskbK5i6w7NRqDOkvKPS3PFw.jpg,ja,0
9625,The Glimmer Man,1996-10-04,28 80,5.3,14.068,/fMXc2nf3iZFsVbNNmJ5MCtjcwlk.jpg,en,0
398175,Brawl in Cell Block 99,2017-09-23,28 80 53,7.0,14.067,/lGgIQ10NJ3d0X0uFbbUN4pRrMFZ.jpg,en,0
11881,Miracle on 34th Street,1947-06-11,35 18 10751,7.4,14.063,/qyAc9X9XHloIqy3oJbbZ44Cw0Hm.jpg,en,0
996,Double Indemnity,1944-06-14,80 18 9648 53,8.2,14.061,/kkfKLeOTo7RjS9TxHKpknlL7huS.jpg,en,0
9618,Tango & Cash,1989-12-22,28 12 35 53,6.4,14.601,/bLTBlfV0sJwrwwLJW4JgHwgHrJJ.jpg,en,0
272692,The Possession of Michael King,2014-08-22,27,6.0,14.6,/r1LrvbUsQHn8ByJIOoeI76F6jR0.jpg,en,0
1677,Ray,2004-10-29,18 10402,7.4,14.598,/tSPC7sO2XYNL9QcMmK88tuUALL5.jpg,en,0
535544,Downton Abbey,2019-09-12,18 10749 36,7.1,14.596,/pWt1iRuhNpeVDNP2QiUT2C5OiBt.jpg,en,0
411976,Novitiate,2017-10-27,18,6.3,14.594,/eZ9BbRy4YGFM1yvx6ZDO7qzILJ.jpg,en,0
488623,Forgotten,2017-11-29,53 9648 18 27 80,8.0,14.592,/cBgj41y1RvmW1zJCEX0uNWL0UjW.jpg,ko,0
11216,Cinema Paradiso,1988-11-17,18 10749,8.5,14.591,/8SRUfRUi6x4O68n0VCbDNRa6iGL.jpg,it,0
10481,102 Dalmatians,2000-10-07,35 10751,5.5,14.589,/dSxnIika9yWwTvEbpsmoGdeh65E.jpg,en,0
718633,Bruised,2021-11-17,18,0.0,14.586,/axibOQF9QnThrr8M37ufAYurP4R.jpg,en,0
98948,Abraham Lincoln vs. Zombies,2012-05-29,27 28 53,4.2,14.586,/l8WPgGfGeP2yFwi8yJItyVqAXiR.jpg,en,0
10122,Flight of the Navigator,1986-07-30,10751 878 12,7.0,14.586,/tdRgQWMximj0tL6OWu9kRTtePmI.jpg,en,0
9062,Love Story,1970-12-16,10749 18,6.8,14.586,/5A7SGcT1GlhWfHsCRQQtGe0TpJB.jpg,en,0
732439,The End of Pokémon,2020-06-04,,6.0,14.584,/dnMM58sr6MB06xnhaMzWyNrPYlV.jpg,en,0
720755,The Kid Detective,2020-10-16,35 18 9648,6.6,14.583,/2WrT8AZUcDicvf5m8KVgspQEHK3.jpg,en,0
455411,Tom and Jerry: Willy Wonka and the Chocolate Factory,2017-06-28,10751 16 12 35,6.7,14.581,/vh5iYhj80l1inSdep61sF8g1S8m.jpg,en,0
828945,Resident Evil - Code Kennedy,2021-05-07,35 27,6.5,14.58,/7tLPoLEbqZXu7ZzBkI9fArmSfO5.jpg,fr,0
627394,iParty with Victorious,2011-06-11,10770 35 10751 10402,7.6,14.58,/au5IiL3OUjir4CJYsg2lyJb61C6.jpg,en,0
308447,The Flintstones & WWE: Stone Age SmackDown!,2015-03-17,16 35 10751 12,7.1,14.579,/sEC1hwyG7pJaUazMtiroc31e3gK.jpg,en,0
364116,The Other Side of the Door,2016-02-25,53 27,5.5,14.04,/z5HubVaGLp1EXQbEXhg6hbEYee9.jpg,en,0
221912,Raped by an Angel 4: The Rapist's Union,1999-01-17,53,8.0,14.037,/c5mn7ejvETjHnazdwWmNQRmxKvO.jpg,cn,0
230222,Tarzan,2013-10-17,16 28 12 10751,5.7,14.036,/2ie4jK4QbtX9fsgk9vhuRsQuIbK.jpg,en,0
9913,The Skeleton Key,2005-07-29,18 27 9648 53,6.6,14.03,/sH7mDPlWwFTqVUg6yKRvToCMH3B.jpg,en,0
860,WarGames,1983-06-03,28,7.1,14.029,/6NP9NgPgCRD0qlxjdMRszKxsaqX.jpg,en,0
96,Beverly Hills Cop II,1987-05-18,28 35 80,6.4,14.028,/yPXAvRwhstvr8gSmAb8sfJTCORS.jpg,en,0
574151,Love You To Death,2019-01-26,18 10770,8.1,14.027,/czVN1JwTPZByvzECEo9V0ZQyDpa.jpg,en,0
384682,Office Christmas Party,2016-11-25,35,5.6,14.027,/7r3w3cPTbNEIr1imb8zXyeIJCJe.jpg,en,0
9346,Risky Business,1983-08-05,35 10749 18,6.6,14.027,/82KOHShH9raGhkcAN3TztVjqjj3.jpg,en,0
1480,Touch of Evil,1958-03-30,80 53,7.8,14.025,/viru7KcgTURKPZhQ5GhGsDwQrlg.jpg,en,0
385332,Terminal,2018-05-10,80 18 53,5.6,14.024,/xi7pA3lL6Wb78p6Y6PgWoHDMjrM.jpg,en,0
10403,The Player,1992-04-03,35 80 53 9648,7.2,14.022,/l37Ul9ZH1pjafxgwMVDRwYlAubK.jpg,en,0
11027,The Postman Always Rings Twice,1981-03-20,10749 80 18,6.5,14.02,/xH3sEe7AVQ1bevdKVoBqdXWu3f5.jpg,en,0
10426,Friday After Next,2002-11-22,35,6.3,14.02,/sxHFGPKLWj9e3aaA6wGVxghoiPE.jpg,en,0
99,All About My Mother,1999-04-19,35 18,7.7,14.019,/hjQhzhkGYXPNM96k0mOgob6HMmn.jpg,es,0
431,Cube,1997-09-09,53 878 9648,6.8,14.016,/i5j3SUFfqpqC9zqK4wOU8uNMKuz.jpg,en,0
56715,Just Visiting,2001-04-06,35 14 878,4.6,14.014,/7KqzbefXjADSUE8j2ZsrudvAArY.jpg,en,0
339987,The Exception,2017-06-02,10752 18,6.9,14.013,/nNCS7JdLFzLKaqtce4lzjtGfdp4.jpg,en,0
64685,Extremely Loud & Incredibly Close,2011-12-24,18,7.0,14.01,/6pszViNvKr1r31pP7gJNYDHEx5P.jpg,en,0
59861,Larry Crowne,2011-06-30,35 10749 18,5.9,14.008,/8GDM7RqM6J1vNUdlU94rmtlNa3e.jpg,en,0
814608,The Belly of the Sea,2021-11-12,18,0.0,13.812,/1cWTIKU8UGWdqprPaoHlCdF6U6l.jpg,es,0
146239,Delivery Man,2013-10-10,35,6.2,13.812,/dKTkxSeNgHdwgrAbhwbXuUk4tzb.jpg,en,0
31867,Repo Men,2010-03-18,28 878 53 80,6.3,13.812,/briDKf5nrLzox2zcI6pquKeqWz8.jpg,en,0
11931,In Her Shoes,2005-10-07,35 18 10749,6.1,13.81,/4x1w6GD9XZvMpBlc44bXLjCbQDj.jpg,en,0
246741,What We Do in the Shadows,2014-06-19,35 27,7.6,13.808,/muF9QsPLyw4u0bL56mlTkdKHytD.jpg,en,0
4944,Burn After Reading,2008-09-05,35 18,6.6,13.808,/jdwSkQu3XirmX18MNj8CqFWsCk.jpg,en,0
344854,The Pack,2015-08-05,53 27,5.8,13.807,/qe8Xue6kXAj4Cf42Phz7R165LAz.jpg,en,0
638,Lost Highway,1997-01-15,18 53 9648,7.6,13.807,/5POhfNeFPIi4VUNwCTaK85sh98r.jpg,en,0
21733,Dragons Forever,1988-02-11,28 35 10749,7.2,13.805,/1LC7DKzV3Q86hKkKqaK7w3YDULF.jpg,cn,0
37725,It's a Boy Girl Thing,2006-07-15,35 14 10749,6.5,13.804,/uA4ZJdlILmIGSqBjfM4mkWvtcTt.jpg,en,0
2064,While You Were Sleeping,1995-04-21,10749 35,6.9,13.803,/qNGO3ETcNwlWqK2kNRpbJSJRlos.jpg,en,0
328739,David and Goliath,2015-03-13,28 12 18 14,5.7,13.796,/a8ZE7AJO1UchOGCLe2nLR61HOpN.jpg,en,0
723614,Watching Private Sex Lesson,2020-07-27,18 10749,0.0,13.795,/bQbcZWnfF1fJVp9f8rKn1N4aZ4o.jpg,ko,0
716901,Bastidores Das Filmagens De Um Pornô,1992-04-23,99,0.0,13.791,/2BQfRQINRyV3dptv12WOEupka63.jpg,pt,0
115782,Jobs,2013-08-16,18 36,6.1,13.791,/mOyZ0UAWaOJartFq2G3Cv0soFtQ.jpg,en,0
903,Cool Hand Luke,1967-06-22,80 18,7.8,13.791,/4ykzTiHKLamh3eZJ8orVICtU2Jp.jpg,en,0
13363,The Man from Earth,2007-06-10,878 18,7.7,13.788,/V086R82gNgWrotaXZFO4JhdgB1.jpg,en,0
2207,16 Blocks,2006-03-01,28 12 80 53,6.4,13.788,/sRns3OuMcZTOs4OfVfKtL9JiaE2.jpg,en,0
49526,Premium Rush,2012-08-24,80 28 53,6.3,13.749,/haP8R490QeEzAJgRHuutIuG8KOG.jpg,en,0
894221,THERAPY.,2021-11-12,878,0.0,13.748,/75ILIsFr6w2AcAaTPWXeyhUecZd.jpg,en,0
887749,Ida Lupino: Gentlemen & Miss Lupino,2021-11-12,,0.0,13.748,/lcjLtm4RyiLlODYyjj9zqSzW08T.jpg,en,0
623195,Falling Inn Love,2019-08-29,10749 35,6.6,13.748,/4bzu5k5vwLKgwap6pHXlCY8nlh3.jpg,en,0
410118,Cave,2016-09-02,12 53,4.4,13.748,/4RbStTnnZCDKLNqf9iPNbOBf1Bn.jpg,no,0
319341,Daddy or Mommy,2015-02-04,35,6.2,13.748,/p67TPuPqrrIdR0JJBi0gsU18QMj.jpg,fr,0
7735,The Wave,2008-03-11,18 53,7.5,13.744,/vtJ4u0fpTZhibxAJHzXtcdCxhsL.jpg,de,0
579,Jaws 2,1978-06-16,27 53,5.9,13.74,/cN3ijEwsn4kBaRuHfcJpAQJbeWe.jpg,en,0
10357,Volcano,1997-04-25,878 28 18 53,5.8,13.734,/5xIjktjXuro7anZ6AR58t5ZYWjQ.jpg,en,0
3035,Frankenstein,1931-11-21,18 27 878,7.5,13.733,/jFpc9w3RmYeaOXMEfrtgshwVf4u.jpg,en,0
9428,The Royal Tenenbaums,2001-10-05,35 18,7.5,13.732,/8CSFm5MPWfihJqio8BSiByRAeWf.jpg,en,0
656663,Jackass Forever,2022-02-01,99 35 28,0.0,13.73,/ruHDFumJfW7F2vEqTZEQQ9xT7CA.jpg,en,0
16516,Clannad,2007-09-15,16 18,7.3,13.728,/crJYdKEriRiyimMr5TUHxNW0XP5.jpg,ja,0
27259,Long Time Dead,2002-01-18,27 53,5.5,13.725,/d2t90uhX9AYzAMX7Xzo2x7Tefpx.jpg,en,0
413198,Call of Heroes,2016-08-12,12 28,6.4,13.724,/frNzgqcLNno44PhcNREjM7AEXWL.jpg,cn,0
11246,Hellraiser: Hellseeker,2002-10-15,27 53 9648,5.0,13.724,/c0rgSl2d6j0dL10OM0zKXm6a8Dk.jpg,en,0
50348,The Lincoln Lawyer,2011-03-17,80 18 53,7.2,13.717,/gOn8Ve9Yi8fxjRkmLr5BZoOc7KV.jpg,en,0
20093,Straight from the Barrio,2008-10-10,18 28 80,7.8,13.715,/bA2SDOMj4QlQmM2WMCbNWWoMgHH.jpg,es,0
10188,The Sisterhood of the Traveling Pants 2,2008-08-06,12 35 18 10751,6.2,13.715,/bAdkVOD91jCHos4163qyVu1TFua.jpg,en,0
656563,Rich in Love,2020-04-30,35 10749,7.8,13.651,/wdgPgnPv6n7VaHXza54sWfWlQMU.jpg,pt,0
28601,Problem Child 3: Junior in Love,1995-05-13,35,4.4,13.651,/adCNPBJPaBjp9ikJAJYGAkqz6CE.jpg,en,0
1406,City Slickers,1991-06-07,35 37,6.4,13.644,/9DVZpm9pQNB3M17cRo752zqUYhL.jpg,en,0
11966,Short Circuit 2,1988-07-06,35 10751 878 18,6.0,13.641,/osgpY1A1Hj6krLuwZOB1pmFb7az.jpg,en,0
818192,Ida Red,2021-11-05,80 53 18 28,4.7,13.64,/etMxKseW67499tUJonLNHXTF538.jpg,en,0
85373,StreetDance 2,2012-03-30,10402 18 10749,6.1,13.64,/bwg8qnQKAbT3EJubK8qyWfi9hTl.jpg,en,0
2133,The Perfect Storm,2000-06-29,28 12 18 53,6.4,13.64,/aOYHJclz1yZdFT3hdMY8TeYU4fk.jpg,en,0
733317,Monsters of Man,2020-11-19,878,6.7,13.637,/1f3qspv64L5FXrRy0MF8X92ieuw.jpg,en,0
108,Three Colors: Blue,1993-09-08,18,7.7,13.636,/ayKRZejiarjY4R3UE1JKlSYcyHk.jpg,fr,0
283587,Beasts of No Nation,2015-09-11,18 10752,7.6,13.631,/1D4vcJmJc58WXarpRtwgd2do9Rg.jpg,en,0
11336,The Dead Zone,1983-10-21,53 27 878,7.0,13.629,/yze3Z51rSPhZtwZ0ltJtFiukMb1.jpg,en,0
9344,Kids,1995-07-28,18 80,6.9,13.627,/eyJGC7CrxyUbcrXNlWCu6tFMy1v.jpg,en,0
10435,Chaplin,1992-12-17,18,7.5,13.626,/cuCkhiuhPhb0wo05pgO209l3sk9.jpg,en,0
479626,Avicii: True Stories,2017-10-26,10402 99,8.0,13.624,/52Q4HLe2U79O1QkskIy2JdEyeEv.jpg,en,0
1738,Next,2007-04-25,28 878 53,6.0,13.623,/td5uOBW41ib1KGz3g1Kc33BdFyj.jpg,en,0
592695,Pleasure,2021-10-08,18,6.3,13.622,/z3tgSCR2J7dNOq3Dz3WidOPoqnY.jpg,en,0
502167,Don’t Leave Home,2018-03-10,53 9648,4.8,13.621,/3Y296xLDoTOsts35P3dGErBrZbL.jpg,en,0
15472,The Girl with the Dragon Tattoo,2009-02-27,18 53 80 9648,7.5,13.621,/j4Ra0SvYM08winX6fxn6AknlygV.jpg,sv,0
1989,My Blueberry Nights,2007-11-28,18 10749,6.4,13.618,/hqBbv5ErNjPOnLEyoxZBNVNfoeJ.jpg,en,0
310593,Youth,2015-05-20,35 18,6.9,13.585,/uz4TSOwxLb8VKWAhATgi200Wxzz.jpg,it,0
12903,Scooby-Doo! and the Goblin King,2008-01-01,9648 16 35 10751 12 14 10402,7.8,13.583,/tWBCvtJRlZo83Pn5kF8HNrOiZnE.jpg,en,0
10466,The Money Pit,1986-03-26,35 10749,6.4,13.583,/bohhidIi1WWU5NNYF9l5wLQu3Ii.jpg,en,0
9767,The Break-Up,2006-06-01,10749 35,5.8,13.579,/84AuLNXc9sEMXUJ3xAvHhpM3J8u.jpg,en,0
16614,Adventureland,2009-04-03,35,6.4,13.576,/3ovx1gcQeDIW22IF1TqiugKQv3W.jpg,en,0
585213,Viking Blood,2019-02-01,28,6.5,13.575,/dkUxVISgn7eSX19JWoe5d35HW7u.jpg,en,0
786,Almost Famous,2000-09-15,18 10402,7.5,13.575,/3rrkyLYbgLj84AYvjhdcJot4JPx.jpg,en,0
183662,Crush,2013-03-13,53,5.9,13.571,/zhkznv0Xt6g3dXYWMB8VT0GYOSb.jpg,en,0
238603,Earth to Echo,2014-06-14,10751 12 878,5.9,13.57,/yiNPza51nLvVTWTB9q4ifzfUlml.jpg,en,0
14787,Tom and Jerry: The Magic Ring,2001-11-12,10751 16 14 35 28,6.3,13.57,/fF6I48WGKktHfGYYSVKPTVildWE.jpg,en,0
12094,Jackass Number Two,2006-09-22,28 35 99,6.4,13.57,/pKyEbrvtFbhzzwbPSmYAYKmQZHA.jpg,en,0
361159,Navy Seals vs. Zombies,2015-10-08,27 28,4.6,13.569,/oTvwjUMXjeKxAXY2Cggy5DZweMn.jpg,en,0
763285,Ambulance,2022-02-17,28 80 53,0.0,13.563,/85L0wxLNPnZ2ysKa3KYn96PYrPo.jpg,en,0
9671,Crocodile Dundee,1986-09-26,12 35,6.4,13.563,/pduPduL1ub5kok3lPYT15ryC9L6.jpg,en,0
19595,Shark Bait,2006-07-07,16 10751,5.1,13.562,/xmFSuoUfA1t4xsGKFR6i4kFvmWM.jpg,en,0
1259,Notes on a Scandal,2006-12-25,18 10749,7.1,13.562,/ymFybaA0r7MpwWnmUCFHYAT6Djb.jpg,en,0
3525,Working Girl,1988-12-20,10749 35,6.6,13.554,/9oK70JJZZIAstEsbE5TDqbr95Ge.jpg,en,0
608994,The Cleansing Hour,2020-08-13,27,6.6,13.553,/c0daWffGoQpk5Y0LZuQ3gFwisdF.jpg,en,0
200,Star Trek: Insurrection,1998-12-11,878 28 12 53,6.4,13.618,/9pbc44kltJhArUNyrdQcantMEvH.jpg,en,0
888001,Upurga,2021-11-12,53 9648,0.0,13.617,/8Q0sJtvbhkPJ1jXzvYW7qzgcupk.jpg,lv,0
411873,The Little Hours,2017-06-30,35,5.7,13.617,/wS69OOwBJzimoLIcmYMSVkmhCZM.jpg,en,0
82505,House at the End of the Street,2012-09-21,27 53,5.8,13.617,/t9E3Inaar1CAn5Cwj0M8dTwtD8H.jpg,en,0
1714,Fahrenheit 451,1966-09-07,18 878,7.2,13.615,/78NFjrD9onl9ciKSjsENUfnTHbT.jpg,en,0
416148,Rocco,2016-11-30,99,5.7,13.614,/wGVnyKJm37uXqL1wAeLfnGuYw0m.jpg,fr,0
10851,Revolver,2005-09-11,18 53 80 9648,6.4,13.613,/AjMMNBRphfb2DPKwRKmujJlhv25.jpg,en,0
514619,Nobody's Fool,2018-10-31,35 10749,6.2,13.601,/2VTHRTwLlnFDlNUxc8MEeFwCQTm.jpg,en,0
8054,The Imaginarium of Doctor Parnassus,2009-10-01,12 14 9648,6.4,13.601,/ffmoKFV1paKDft2fqVANZamnP5j.jpg,en,0
535581,The Dead Don't Die,2019-05-15,35 27 14,5.4,13.598,/fgGzTEoNxptCRtEOpOPvIEdlxAq.jpg,en,0
625561,Travis Scott: Look Mom I Can Fly,2019-08-28,10402 99,7.1,13.592,/oNOXntnRY7dFrgu1x6bQQmWBVdu.jpg,en,0
11888,Snow Dogs,2002-01-18,35 10751 12,5.7,13.591,/rIPJRJZGleNaK1kfHBaFbGZ675m.jpg,en,0
685264,Pray Away,2021-06-16,99,7.1,13.59,/1wikrtZZZoThwnHulB7klQek4Ai.jpg,en,0
424488,Megan Leavey,2017-06-09,18 10752,7.2,13.589,/ajZUEsDpo3EgiHZ8HX9yQJIRnFf.jpg,en,0
11206,Wait Until Dark,1967-10-26,80 53 27,7.4,13.589,/cNW3ewCB52KkxzSE47PcE5Bqvmr.jpg,en,0
9890,The Stepford Wives,2004-06-10,35 878 27 53,5.7,13.589,/chVqyiV31qbIezbRE4zWOWBIPaN.jpg,en,0
15144,Sixteen Candles,1984-05-04,35 10749,6.8,13.587,/1mHOcGKgobta0d20Hh66zuIpYRb.jpg,en,0
11916,Two Mules for Sister Sara,1970-06-14,37,7.0,13.587,/29Xc1OBNJd7OZ3eMpvcJqCCjugx.jpg,en,0
575265,Mission: Impossible 8,2023-07-05,28 12 53,0.0,13.552,/mRhEg5hBCSi2aOdercqLC3AmT0A.jpg,en,0
489931,American Animals,2018-06-01,18 80 99,6.8,13.55,/aLbdKxgxuOPvs6CTlmzoOQ4Yg3j.jpg,en,0
11452,National Lampoon's Van Wilder,2002-03-29,35 10749,6.0,13.55,/vXhrHZs0TlqxKBAkUvrVcNMKw7q.jpg,en,0
916,Bullitt,1968-10-17,28 80 18 53,7.2,13.55,/mNjMow5ESjHv6YJ26toNkTJJTsr.jpg,en,0
893010,Hyena Asphyxia,2021-11-17,,0.0,13.549,/humVkMH5fdQR6RZgjSQXEVzwuMl.jpg,en,0
321697,Steve Jobs,2015-10-09,18 36,6.8,13.549,/d7a6v7LduguBKAnVrGHt9lFH3mQ.jpg,en,0
15019,I Could Never Be Your Woman,2007-05-11,35 18 10749,5.9,13.549,/oFnIQSnDVOJOoX9CZMj6xljLnPw.jpg,en,0
7461,Vantage Point,2008-02-01,18 28 53 80,6.4,13.545,/4mSh7NZiW36rUbpIgcKeGVcbSSx.jpg,en,0
3293,Pirates of Silicon Valley,1999-05-10,18,7.1,13.545,/t7uUOD2Ov2CM9PYYOEggL7hef15.jpg,en,0
13008,An American Crime,2007-07-27,80 18,7.3,13.544,/gGNJV5mOSAdaTetZnZls8l01ohl.jpg,en,0
8766,Hellraiser: Bloodline,1996-03-08,27 878,5.4,13.544,/z04c7Kbs9hBOBJMqlfPsmfN0I7l.jpg,en,0
158445,Miracle in Cell No. 7,2013-01-23,18 35 10751,8.2,13.542,/4Ht6RBo4fUmSo2tWE6umtNll58z.jpg,ko,0
884787,Other Cannibals,2021-11-12,18,0.0,13.541,/9UP3F1y8La9GR072UEMgRvpN1wR.jpg,it,0
7862,The Counterfeiters,2007-02-09,18 10752,7.3,13.541,/Af6I9RZF0SIPeNnp8hAleGDTnKd.jpg,de,0
290762,Miss You Already,2015-09-12,35 18,7.5,13.539,/cvA686C7O8MwXhFIaql4ui6eR0p.jpg,en,0
239573,Unfinished Business,2015-03-05,35,5.4,13.539,/eVWVZf3fkx9eNqbHyn9xNlmC2h4.jpg,en,0
129139,The To Do List,2013-07-24,35 10749,5.8,13.539,/pMMvq5oGs9vsqOCol67QIl4Jxdg.jpg,en,0
89455,360,2012-07-25,18 10749,5.8,13.539,/xzI3p0c2oFRMx5fYQg2BoQzYCE0.jpg,en,0
884466,Shrieking in the Rain,2021-11-12,,0.0,13.538,/6cCPurrwAWh32HDZN9OklVNkClI.jpg,ja,0
525041,A Christmas Prince: The Royal Wedding,2018-11-30,10749 35,6.5,13.538,/2bLQTbFWrsunSVQsvOWZAAGACbf.jpg,en,0
11041,The Beverly Hillbillies,1993-10-15,35,6.1,13.787,/refYLEQvzkY63i2IHronCPQODex.jpg,en,0
57431,The Sitter,2011-12-09,35,5.6,13.785,/aL8uNRfhN4Xl0kzwk102CFGyySH.jpg,en,0
10147,Bad Santa,2003-11-26,18 35 80,6.5,13.783,/dt30keB9txHjYXuMzrqv6uJ499B.jpg,en,0
257345,The Darkness,2016-05-13,27 53,4.8,13.781,/7i7yuJoXCv12rQwYdSWcImhryrL.jpg,en,0
791568,Settlers,2021-07-23,878 53,5.0,13.78,/tBUYDwiJVDcnjPneOitVetJk2Rt.jpg,en,0
1578,Raging Bull,1980-11-14,18 36,8.0,13.778,/snwFkbVGnRX9dcswxDPSBBEsN9r.jpg,en,0
528888,Dolemite Is My Name,2019-10-04,18 35 36,7.1,13.775,/uoAqJg7ZSmftnBGOkupU1ySZQU0.jpg,en,0
12665,Powder,1995-10-27,18 14 878 53,6.8,13.774,/zwVmkbrRdbNceK4drB0imFszGxl.jpg,en,0
17332,The Soloist,2009-04-24,18 10402,6.7,13.772,/fkIGMQ9kkVuuFoPSCKvvea9SLxd.jpg,en,0
957,Spaceballs,1987-06-24,35 878,6.8,13.768,/o624HTt93iIJIc1Sg5hNkDTnk5l.jpg,en,0
139900,The Apostle,2012-10-31,16 53,7.1,13.766,/eVtcBrvxBUe5nyQADeBeKI8Km0Q.jpg,es,0
509,Notting Hill,1999-05-13,10749 35 18,7.2,13.763,/cBpef6K40Su2CcBb3c18WdwRFCL.jpg,en,0
449459,The Vanishing,2019-01-04,53 9648,5.6,13.762,/owYLROHpJWbYWEHjaEvDsnoz4Ux.jpg,en,0
